"","address","charging","engineType","exterior","fuel","interior","name","smartPhoneRequired","vin","City","Longitude","Latitude","Altitude","Time....Sys.time..","zip"
"66958","Philomena St 1413, 78723 Austin",NA,"CE","GOOD",18,"GOOD","FJD 0197",FALSE,"WMEEJ3BA2FK803045","austin",-97.70716,30.30165,0,"2015-12-08 07:31:30","78723"
"66989","Sheringham Dr 4499, 78741 Austin",NA,"CE","GOOD",60,"GOOD","FJC 9790",FALSE,"WMEEJ3BA5FK802066","austin",-97.72303,30.2295,0,"2015-12-08 07:31:30","78741"
"67159","Randolph Rd 3314, 78722 Austin",NA,"CE","GOOD",63,"GOOD","FBV 4468",FALSE,"WMEEJ3BA2FK802378","austin",-97.71121,30.28571,0,"2015-12-08 07:36:30","78722"
"67168","Easy Wind Dr 7004, 78752 Austin",NA,"CE","GOOD",36,"GOOD","CSF 8919",FALSE,"WMEEJ3BA0EK733883","austin",-97.71844,30.33946,0,"2015-12-08 07:36:30","78752"
"67285","E Oltorf St 2490, 78741 Austin",NA,"CE","GOOD",96,"GOOD","CSF 9197",FALSE,"WMEEJ3BA8EK734506","austin",-97.72883,30.22827,0,"2015-12-08 07:36:30","78741"
"67311","W 10th St 2333, 78703 Austin",NA,"CE","GOOD",18,"GOOD","FFD 6224",FALSE,"WMEEJ3BA6FK801606","austin",-97.77122,30.28381,0,"2015-12-08 07:36:30","78703"
"67385","West Anderson Plaza",NA,"CE","GOOD",87,"GOOD","CSF 9072",FALSE,"WMEEJ3BA5EK734575","austin",-97.73253,30.35717,0,"2015-12-08 07:36:30","78757"
"67408","Leon St 2578, 78705 Austin",NA,"CE","GOOD",36,"GOOD","FGZ 8627",FALSE,"WMEEJ3BA4FK802477","austin",-97.74909,30.29075,0,"2015-12-08 07:36:30","78705"
"67483","The Retreat at Barton Creek - South Entrance",NA,"CE","GOOD",33,"GOOD","FHB 0248",FALSE,"WMEEJ3BA6FK802643","austin",-97.79195,30.23759,0,"2015-12-08 07:41:31","78704"
"67489","Ridgeview St 2341, 78704 Austin",NA,"CE","GOOD",21,"GOOD","CZS 9747",FALSE,"WMEEJ3BA1EK748201","austin",-97.77722,30.25602,0,"2015-12-08 07:41:31","78704"
"67573","E 33rd St 249, 78705 Austin",NA,"CE","GOOD",45,"GOOD","FJC 9934",FALSE,"WMEEJ3BA2FK801568","austin",-97.73459,30.29682,0,"2015-12-08 07:41:31","78705"
"67614","Faro Dr 2062, 78741 Austin",NA,"CE","GOOD",60,"GOOD","CSG 1099",FALSE,"WMEEJ3BA5EK749142","austin",-97.71306,30.22892,0,"2015-12-08 07:41:31","78741"
"67693","Rosewood Ave 1486, 78702 Austin",NA,"CE","GOOD",57,"GOOD","FJC 9932",FALSE,"WMEEJ3BA0FK801441","austin",-97.72365,30.26903,0,"2015-12-08 07:41:31","78702"
"67710","Willow St 1357, 78702 Austin",NA,"CE","GOOD",30,"GOOD","CSF 9062",FALSE,"WMEEJ3BA7EK733718","austin",-97.73133,30.25857,0,"2015-12-08 07:41:31","78702"
"67735","Lorrain St 1284, 78703 Austin",NA,"CE","GOOD",30,"GOOD","CK9 T306",FALSE,"WMEEJ3BA1AK417872","austin",-97.75583,30.27972,0,"2015-12-08 07:46:31","78703"
"67867","Cole St 2808, 78705 Austin",NA,"CE","UNACCEPTABLE",21,"UNACCEPTABLE","FBV 4363",FALSE,"WMEEJ3BA4FK799595","austin",-97.72507,30.28791,0,"2015-12-08 07:46:31","78705"
"67886","Crockett St 245, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4377",FALSE,"WMEEJ3BA6FK800035","austin",-97.7536,30.24353,0,"2015-12-08 07:46:31","78704"
"68019","W 38th St 876, 78705 Austin",NA,"CE","GOOD",21,"GOOD","FBV 4383",FALSE,"WMEEJ3BAXFK799407","austin",-97.74182,30.30521,0,"2015-12-08 07:51:31","78705"
"68029","Wood Hollow Dr 7206, 78731 Austin",NA,"CE","GOOD",12,"GOOD","FBV 4471",FALSE,"WMEEJ3BA1FK802551","austin",-97.75169,30.35564,0,"2015-12-08 07:51:31","78731"
"68067","E 13th St 1120, 78702 Austin",NA,"CE","GOOD",72,"GOOD","CYL 4639",FALSE,"WMEEJ3BA8EK748891","austin",-97.72816,30.27358,0,"2015-12-08 07:51:31","78702"
"68077","Oak Crest Ave 2903, 78704 Austin",NA,"CE","GOOD",33,"GOOD","CSF 9192",FALSE,"WMEEJ3BA3EK734008","austin",-97.76442,30.237,0,"2015-12-08 07:51:31","78704"
"68107","Campbell St 574, 78703 Austin",NA,"CE","GOOD",93,"GOOD","FBV 4390",FALSE,"WMEEJ3BA1FK799294","austin",-97.7644,30.27561,0,"2015-12-08 07:51:31","78703"
"68147","Stark St 817, 78756 Austin",NA,"CE","UNACCEPTABLE",87,"GOOD","FHB 2866",FALSE,"WMEEJ3BAXFK802502","austin",-97.72695,30.32569,0,"2015-12-08 07:51:31","78756"
"68169","Arden Dr 1225, 78745 Austin",NA,"CE","GOOD",60,"GOOD","FBV 4493",FALSE,"WMEEJ3BA7FK802330","austin",-97.78191,30.21958,0,"2015-12-08 07:51:31","78745"
"68174","Terrell Hill Dr 671, 78704 Austin",NA,"CE","GOOD",96,"GOOD","FBV 4435",FALSE,"WMEEJ3BA5FK799380","austin",-97.76461,30.23586,0,"2015-12-08 07:51:31","78704"
"68188","Joe Sayers Ave 5636, 78756 Austin",NA,"CE","GOOD",69,"GOOD","FHB 0247",FALSE,"WMEEJ3BA4FK802141","austin",-97.73456,30.32878,0,"2015-12-08 07:51:31","78756"
"68198","Volume Apartments",NA,"CE","GOOD",30,"GOOD","FGZ 8813",FALSE,"WMEEJ3BA8FK802417","austin",-97.71546,30.28497,0,"2015-12-08 07:51:31","78722"
"68232","Castle Hill St 1250, 78703 Austin",NA,"CE","GOOD",100,"GOOD","CSF 8925",FALSE,"WMEEJ3BA6EK735329","austin",-97.75294,30.27846,0,"2015-12-08 07:51:31","78703"
"68247","Cummings St 743, 78701 Austin",NA,"CE","GOOD",48,"GOOD","FBV 4427",FALSE,"WMEEJ3BA0FK799514","austin",-97.73942,30.25559,0,"2015-12-08 07:51:31","78701"
"68293","Wilshire Blvd 1602, 78722 Austin",NA,"CE","GOOD",30,"GOOD","FHB 2842",FALSE,"WMEEJ3BA8FK800800","austin",-97.71122,30.29709,0,"2015-12-08 07:51:31","78722"
"68304","Festival Beach Rd 1398, 78702 Austin",NA,"CE","GOOD",27,"GOOD","FGZ 8679",FALSE,"WMEEJ3BA8FK802336","austin",-97.7334,30.25282,0,"2015-12-08 07:51:31","78702"
"68384","Juliet St 1418, 78704 Austin",NA,"CE","GOOD",36,"GOOD","FBV 4376",FALSE,"WMEEJ3BA9FK800031","austin",-97.76126,30.2582,0,"2015-12-08 07:56:31","78704"
"68420","E 6th St 2447, 78702 Austin",NA,"CE","GOOD",69,"GOOD","FGZ 8688",FALSE,"WMEEJ3BA6FK802707","austin",-97.71544,30.25911,0,"2015-12-08 07:56:31","78702"
"68445","Mary St E 139, 78704 Austin",NA,"CE","GOOD",100,"UNACCEPTABLE","CK9 T295",FALSE,"WMEEJ3BA6AK416751","austin",-97.75086,30.245,0,"2015-12-08 07:56:31","78704"
"68459","Willowrun Dr 3464, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4385",FALSE,"WMEEJ3BA6FK799470","austin",-97.75393,30.22527,0,"2015-12-08 07:56:31","78704"
"68508","Brazos St 630, 78701 Austin",NA,"CE","GOOD",96,"GOOD","CSG 2236",FALSE,"WMEEJ3BA8EK736207","austin",-97.74133,30.268,0,"2015-12-08 07:56:31","78701"
"68517","Fairlawn Ln 1818, 78704 Austin",NA,"CE","GOOD",51,"GOOD","FGZ 8615",FALSE,"WMEEJ3BA8FK802384","austin",-97.73959,30.24105,0,"2015-12-08 07:56:31","78704"
"68536","W 5th St 139, 78701 Austin",NA,"CE","GOOD",30,"GOOD","FBV 4492",FALSE,"WMEEJ3BA8FK802630","austin",-97.74367,30.26729,0,"2015-12-08 07:56:31","78701"
"68572","Anken Dr 2427, 78741 Austin",NA,"CE","GOOD",42,"GOOD","FBV 4475",FALSE,"WMEEJ3BA0FK803125","austin",-97.72841,30.23072,0,"2015-12-08 07:56:31","78741"
"68597","Trinity St 763, 78701 Austin",NA,"CE","GOOD",27,"UNACCEPTABLE","CSG 1541",FALSE,"WMEEJ3BA7EK734657","austin",-97.73868,30.26864,0,"2015-12-08 08:01:31","78701"
"68632","S Lakeshore Blvd 1763, 78741 Austin",NA,"CE","GOOD",42,"GOOD","FHB 2899",FALSE,"WMEEJ3BA0FK800676","austin",-97.72887,30.24492,0,"2015-12-08 08:01:31","78741"
"68638","W 8th St 2611, 78703 Austin",NA,"CE","GOOD",84,"GOOD","FBV 4358",FALSE,"WMEEJ3BA2FK798395","austin",-97.77541,30.28407,0,"2015-12-08 08:01:31","78703"
"68659","Ardenwood Rd 1305, 78722 Austin",NA,"CE","GOOD",93,"GOOD","CYL 4640",FALSE,"WMEEJ3BA8EK748731","austin",-97.71417,30.29885,0,"2015-12-08 08:01:31","78722"
"68750","5th St S 1668, 78704 Austin",NA,"CE","GOOD",30,"GOOD","FHB 2834",FALSE,"WMEEJ3BA5FK802021","austin",-97.76055,30.25083,0,"2015-12-08 08:01:31","78704"
"68844","Bouldin Ave 1834, 78704 Austin",NA,"CE","GOOD",48,"GOOD","FGZ 8689",FALSE,"WMEEJ3BAXFK802161","austin",-97.76031,30.24847,0,"2015-12-08 08:01:31","78704"
"68848","E 13th St 3036, 78702 Austin",NA,"CE","GOOD",100,"GOOD","CYL 4638",FALSE,"WMEEJ3BA7EK748932","austin",-97.7038,30.27724,0,"2015-12-08 08:01:31","78702"
"68871","Kramer Station - Brockton Dr",NA,"CE","GOOD",100,"GOOD","FBV 4372",FALSE,"WMEEJ3BA2FK798591","austin",-97.71756,30.39338,0,"2015-12-08 08:01:31","78758"
"68934","Kinney Ave 1139, 78704 Austin",NA,"CE","GOOD",42,"GOOD","FHB 1680",FALSE,"WMEEJ3BA6FK802237","austin",-97.76571,30.25612,0,"2015-12-08 08:06:32","78704"
"68937","Bennett Ave 5076, 78751 Austin",NA,"CE","GOOD",78,"GOOD","CSF 9196",FALSE,"WMEEJ3BAXEK733812","austin",-97.71355,30.31108,0,"2015-12-08 08:06:32","78751"
"68944","Crestview Station",NA,"CE","GOOD",57,"GOOD","CSF 8924",FALSE,"WMEEJ3BA1EK733228","austin",-97.71947,30.33886,0,"2015-12-08 08:06:32","78752"
"69038","S 1st St 3004, 78704 Austin",NA,"CE","UNACCEPTABLE",57,"GOOD","FGZ 8812",FALSE,"WMEEJ3BA9FK802345","austin",-97.76431,30.23533,0,"2015-12-08 08:06:32","78704"
"69073","E Martin Luther King Jr Blvd 307, 78701 Austin",NA,"CE","GOOD",48,"GOOD","CZT 0935",FALSE,"WMEEJ3BAXEK748343","austin",-97.7355,30.27975,0,"2015-12-08 08:06:32","78701"
"69242","W 9th St 139, 78701 Austin",NA,"CE","GOOD",100,"GOOD","FGZ 8805",FALSE,"WMEEJ3BA7FK800304","austin",-97.7424,30.27068,0,"2015-12-08 08:11:32","78701"
"69244","Confederate St 1799, 78703 Austin",NA,"CE","GOOD",57,"GOOD","CSF 9071",FALSE,"WMEEJ3BAXEK734569","austin",-97.76218,30.27883,0,"2015-12-08 08:11:32","78703"
"69270","Elmont Dr 2265, 78741 Austin",NA,"CE","GOOD",100,"GOOD","FJC 9786",FALSE,"WMEEJ3BA0FK802489","austin",-97.7236,30.24069,0,"2015-12-08 08:11:32","78741"
"69308","Hart Ln 7212, 78731 Austin",NA,"CE","GOOD",100,"GOOD","FHB 1333",FALSE,"WMEEJ3BA6FK800603","austin",-97.75543,30.35654,0,"2015-12-08 08:11:32","78731"
"69333","Lorrain St 1274, 78703 Austin",NA,"CE","GOOD",51,"GOOD","FHB 2860",FALSE,"WMEEJ3BA3FK802079","austin",-97.7558,30.27958,0,"2015-12-08 08:11:32","78703"
"69376","Rainey St dedicated parking",NA,"CE","GOOD",30,"GOOD","FBV 4492",FALSE,"WMEEJ3BA8FK802630","austin",-97.73933,30.25716,0,"2015-12-08 08:11:32","78701"
"69378","Red River St 4702, 78751 Austin",NA,"CE","GOOD",57,"GOOD","FGZ 8625",FALSE,"WMEEJ3BA2FK802588","austin",-97.71784,30.30755,0,"2015-12-08 08:11:32","78751"
"69419","Bonham Ter 1306, 78704 Austin",NA,"CE","GOOD",100,"GOOD","CK9 T264",FALSE,"WMEEJ3BAXAK417420","austin",-97.73718,30.2477,0,"2015-12-08 08:11:32","78704"
"69429","Blanco St 1100, 78703 Austin",NA,"CE","GOOD",93,"GOOD","FBV 4472",FALSE,"WMEEJ3BA5FK802617","austin",-97.75464,30.27693,0,"2015-12-08 08:11:32","78703"
"69438","The Enclave - 1005 W Stassney Lane - 2 Spaces",NA,"CE","GOOD",100,"GOOD","FBV 4428",FALSE,"WMEEJ3BA3FK799491","austin",-97.78589,30.2098,0,"2015-12-08 08:16:32","78745"
"69601","Joe Sayers Ave 5636, 78756 Austin",NA,"CE","GOOD",69,"GOOD","FHB 0247",FALSE,"WMEEJ3BA4FK802141","austin",-97.73459,30.32877,0,"2015-12-08 08:16:32","78756"
"69616","Bouldin Ave 1862, 78704 Austin",NA,"CE","GOOD",66,"GOOD","FGZ 8803",FALSE,"WMEEJ3BA5FK801483","austin",-97.76046,30.24824,0,"2015-12-08 08:16:32","78704"
"69630","W 5th St 457, 78701 Austin",NA,"CE","GOOD",15,"GOOD","FBV 4487",FALSE,"WMEEJ3BA8FK803020","austin",-97.74724,30.26827,0,"2015-12-08 08:16:32","78701"
"69724","S Lamar Blvd 2489, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FGZ 8612",FALSE,"WMEEJ3BA6FK800455","austin",-97.77789,30.24636,0,"2015-12-08 08:21:32","78704"
"69761","Rio Grande St 300, 78701 Austin",NA,"CE","GOOD",54,"GOOD","CZT 0999",FALSE,"WMEEJ3BA4EK748886","austin",-97.75022,30.26811,0,"2015-12-08 08:21:32","78701"
"69764","Upson St 648, 78703 Austin",NA,"CE","GOOD",15,"GOOD","FGZ 8629",FALSE,"WMEEJ3BA9FK802300","austin",-97.77037,30.27921,0,"2015-12-08 08:21:32","78703"
"69868","Randolph Rd 3427, 78722 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4389",FALSE,"WMEEJ3BA0FK799335","austin",-97.71131,30.28689,0,"2015-12-08 08:21:32","78722"
"69897","W 45th St 534, 78751 Austin",NA,"CE","GOOD",51,"GOOD","GGG 3722",FALSE,"WMEEJ3BA7FK802943","austin",-97.73222,30.31079,0,"2015-12-08 08:21:32","78751"
"69924","McKinley Ave 1321, 78702 Austin",NA,"CE","UNACCEPTABLE",93,"UNACCEPTABLE","FBV 4368",FALSE,"WMEEJ3BA8FK799213","austin",-97.70247,30.27746,0,"2015-12-08 08:21:32","78702"
"69974","E 2nd St 2023, 78702 Austin",NA,"CE","GOOD",36,"GOOD","CZS 9746",FALSE,"WMEEJ3BA2EK748448","austin",-97.72215,30.25723,0,"2015-12-08 08:21:32","78702"
"70005","Trinity St 763, 78701 Austin",NA,"CE","GOOD",27,"UNACCEPTABLE","CSG 1541",FALSE,"WMEEJ3BA7EK734657","austin",-97.73869,30.26863,0,"2015-12-08 08:26:33","78701"
"70042","Lawnmont Ave 2296, 78756 Austin",NA,"CE","GOOD",30,"GOOD","FHB 1337",FALSE,"WMEEJ3BA6FK800391","austin",-97.74267,30.328,0,"2015-12-08 08:26:33","78756"
"70069","La Casa Dr 2185, 78704 Austin",NA,"CE","GOOD",45,"GOOD","FGZ 8626",FALSE,"WMEEJ3BA6FK802495","austin",-97.78035,30.24747,0,"2015-12-08 08:26:33","78704"
"70136","E 9th St 826, 78702 Austin",NA,"CE","GOOD",18,"GOOD","FJD 0197",FALSE,"WMEEJ3BA2FK803045","austin",-97.73257,30.26827,0,"2015-12-08 08:26:33","78702"
"70180","Travis Heights Blvd 1872, 78704 Austin",NA,"CE","GOOD",51,"GOOD","FHB 2862",FALSE,"WMEEJ3BA1FK802274","austin",-97.74321,30.24137,0,"2015-12-08 08:26:33","78704"
"70220","Esperanza Xing 3283, 78758 Austin",NA,"CE","GOOD",100,"GOOD","CSG 2238",FALSE,"WMEEJ3BA1EK734993","austin",-97.72482,30.40005,0,"2015-12-08 08:26:33","78758"
"70286","Thornton Rd 2466, 78704 Austin",NA,"CE","GOOD",66,"GOOD","CSF 9069",FALSE,"WMEEJ3BA7EK733766","austin",-97.7729,30.24387,0,"2015-12-08 08:31:33","78704"
"70419","Brazos St 414, 78701 Austin",NA,"CE","GOOD",100,"GOOD","CK9 T295",FALSE,"WMEEJ3BA6AK416751","austin",-97.74208,30.26593,0,"2015-12-08 08:31:33","78701"
"70441","Campbell St 574, 78703 Austin",NA,"CE","GOOD",87,"GOOD","CSF 9197",FALSE,"WMEEJ3BA8EK734506","austin",-97.76442,30.27561,0,"2015-12-08 08:31:33","78703"
"70569","W 7th St 1073, 78703 Austin",NA,"CE","GOOD",18,"GOOD","FBV 4383",FALSE,"WMEEJ3BAXFK799407","austin",-97.75508,30.27338,0,"2015-12-08 08:36:33","78703"
"70721","Rainey St 72, 78701 Austin",NA,"CE","GOOD",12,"GOOD","FBV 4367",FALSE,"WMEEJ3BA4FK799757","austin",-97.7396,30.25905,0,"2015-12-08 08:36:33","78701"
"70734","West Ave 3596, 78705 Austin",NA,"CE","GOOD",84,"GOOD","CZS 9754",FALSE,"WMEEJ3BA0EK748061","austin",-97.74227,30.30305,0,"2015-12-08 08:36:33","78705"
"70748","Oakmont Blvd 3466, 78703 Austin",NA,"CE","GOOD",100,"GOOD","FHB 2858",FALSE,"WMEEJ3BA3FK801966","austin",-97.75448,30.30816,0,"2015-12-08 08:36:33","78703"
"70766","Eastside Dr 2534, 78704 Austin",NA,"CE","GOOD",66,"GOOD","FGZ 8846",FALSE,"WMEEJ3BA4FK802883","austin",-97.74967,30.23494,0,"2015-12-08 08:36:33","78704"
"70769","Sylvan Dr 1750, 78741 Austin",NA,"CE","GOOD",69,"GOOD","CZS 9749",FALSE,"WMEEJ3BA2EK748112","austin",-97.73326,30.23922,0,"2015-12-08 08:36:33","78741"
"70829","S Congress Ave 502, 78704 Austin",NA,"CE","GOOD",33,"GOOD","FBV 4380",FALSE,"WMEEJ3BA7FK799283","austin",-97.74734,30.25678,0,"2015-12-08 08:36:33","78704"
"70905","Wood Hollow Dr 7212, 78731 Austin",NA,"CE","GOOD",63,"GOOD","CSF 8920",FALSE,"WMEEJ3BA8EK733792","austin",-97.75164,30.35575,0,"2015-12-08 08:41:33","78731"
"70969","E Riverside Dr 1910, 78741 Austin",NA,"CE","GOOD",81,"GOOD","CZT 1032",FALSE,"WMEEJ3BA3EK748295","austin",-97.72776,30.24234,0,"2015-12-08 08:41:33","78741"
"71059","The Canopy",NA,"CE","GOOD",57,"GOOD","FHB 2839",FALSE,"WMEEJ3BA0FK801603","austin",-97.69811,30.26199,0,"2015-12-08 08:41:33","78702"
"71064","Mary St W 676, 78704 Austin",NA,"CE","GOOD",42,"GOOD","CSF 9066",FALSE,"WMEEJ3BA9EK733235","austin",-97.75746,30.24693,0,"2015-12-08 08:41:33","78704"
"71082","Durwood St 2576, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4470",FALSE,"WMEEJ3BA5FK802424","austin",-97.75929,30.23891,0,"2015-12-08 08:41:33","78704"
"71124","Dean Keaton and Whitis",NA,"CE","GOOD",93,"GOOD","FBV 4472",FALSE,"WMEEJ3BA5FK802617","austin",-97.74003,30.28978,0,"2015-12-08 08:41:33","78705"
"71199","W 6th St 842, 78703 Austin",NA,"CE","GOOD",72,"GOOD","CSF 9196",FALSE,"WMEEJ3BAXEK733812","austin",-97.75236,30.27099,0,"2015-12-08 08:46:33","78703"
"71208","South Shore District III - 1 Space",NA,"CE","GOOD",45,"GOOD","CK9 T262",FALSE,"WMEEJ3BA1AK418066","austin",-97.72824,30.24396,0,"2015-12-08 08:46:33","78741"
"71215","Winflo Dr 840, 78703 Austin",NA,"CE","GOOD",39,"GOOD","CZS 9750",FALSE,"WMEEJ3BA7EK748543","austin",-97.7581,30.27563,0,"2015-12-08 08:46:33","78703"
"71285","University Estates",NA,"CE","GOOD",100,"GOOD","FBV 4385",FALSE,"WMEEJ3BA6FK799470","austin",-97.7134,30.2377,0,"2015-12-08 08:46:33","78741"
"71314","Run of the Oaks St 3890, 78704 Austin",NA,"CE","GOOD",72,"GOOD","FBV 4359",FALSE,"WMEEJ3BA2FK799871","austin",-97.77914,30.23072,0,"2015-12-08 08:46:33","78704"
"71375","Lyons Rd 2731, 78702 Austin",NA,"CE","UNACCEPTABLE",78,"UNACCEPTABLE","FJC 9930",FALSE,"WMEEJ3BA4FK801328","austin",-97.70871,30.26418,0,"2015-12-08 08:46:33","78702"
"71434","LCRA - Trade Center Dr",NA,"CE","GOOD",90,"GOOD","CZS 9751",FALSE,"WMEEJ3BA4EK748130","austin",-97.71414,30.20749,0,"2015-12-08 08:51:34","78744"
"71548","Campbell St 576, 78703 Austin",NA,"CE","UNACCEPTABLE",100,"UNACCEPTABLE","CK9 T295",FALSE,"WMEEJ3BA6AK416751","austin",-97.76442,30.27565,0,"2015-12-08 08:51:34","78703"
"71556","5th St S 2748, 78704 Austin",NA,"CE","GOOD",27,"GOOD","FTD 8882",FALSE,"WMEEJ3BA2FK802980","austin",-97.76633,30.23946,0,"2015-12-08 08:51:34","78704"
"71613","Durwood St 2599, 78704 Austin",NA,"CE","GOOD",60,"GOOD","FBV 4431",FALSE,"WMEEJ3BA4FK799435","austin",-97.75937,30.23862,0,"2015-12-08 08:51:34","78704"
"71768","Garden Villa Ln 3802, 78704 Austin",NA,"CE","GOOD",18,"GOOD","FHB 2828",FALSE,"WMEEJ3BA6FK802772","austin",-97.77344,30.23048,0,"2015-12-08 08:56:34","78704"
"71835","St Elmo Rd W 405, 78745 Austin",NA,"CE","GOOD",63,"GOOD","CSF 9195",FALSE,"WMEEJ3BA4EK734809","austin",-97.77105,30.22021,0,"2015-12-08 08:56:34","78745"
"71844","Hart Ln 7214, 78731 Austin",NA,"CE","GOOD",57,"GOOD","FHB 2846",FALSE,"WMEEJ3BA0FK801939","austin",-97.75537,30.35658,0,"2015-12-08 08:56:34","78731"
"71867","W 20th St 340, 78705 Austin",NA,"CE","GOOD",15,"GOOD","FFD 6224",FALSE,"WMEEJ3BA6FK801606","austin",-97.74133,30.28265,0,"2015-12-08 08:56:34","78705"
"71955","SL Davis Ave 2230, 78702 Austin",NA,"CE","GOOD",21,"UNACCEPTABLE","FGZ 8613",FALSE,"WMEEJ3BA0FK801357","austin",-97.71597,30.27123,0,"2015-12-08 08:56:34","78702"
"71957","Willow St 1927, 78702 Austin",NA,"CE","GOOD",96,"GOOD","FGZ 8801",FALSE,"WMEEJ3BA8FK801526","austin",-97.72468,30.25606,0,"2015-12-08 08:56:34","78702"
"72005","E 6th St 1970, 78702 Austin",NA,"CE","GOOD",39,"GOOD","FHB 2899",FALSE,"WMEEJ3BA0FK800676","austin",-97.7214,30.26136,0,"2015-12-08 09:01:34","78702"
"72146","S Lamar Blvd 2999, 78704 Austin",NA,"CE","GOOD",69,"GOOD","FBV 4359",FALSE,"WMEEJ3BA2FK799871","austin",-97.78385,30.24233,0,"2015-12-08 09:01:34","78704"
"72217","Colorado St 252, 78701 Austin",NA,"CE","GOOD",36,"GOOD","CZS 9746",FALSE,"WMEEJ3BA2EK748448","austin",-97.7457,30.26532,0,"2015-12-08 09:01:34","78701"
"72239","I-35 N 3384, 78705 Austin",NA,"CE","GOOD",54,"GOOD","CZT 1028",FALSE,"WMEEJ3BA5EK748105","austin",-97.72244,30.29248,0,"2015-12-08 09:01:34","78705"
"72262","Willow St 2170, 78702 Austin",NA,"CE","GOOD",54,"GOOD","FHB 2829",FALSE,"WMEEJ3BA9FK802796","austin",-97.72147,30.25498,0,"2015-12-08 09:06:34","78702"
"72287","W 27th St 161, 78705 Austin",NA,"CE","GOOD",36,"GOOD","CSF 8919",FALSE,"WMEEJ3BA0EK733883","austin",-97.73868,30.29175,0,"2015-12-08 09:06:34","78705"
"72301","King's Hwy 5558, 78745 Austin",NA,"CE","GOOD",66,"GOOD","CSF 9067",FALSE,"WMEEJ3BA5EK734835","austin",-97.79474,30.21472,0,"2015-12-08 09:06:34","78745"
"72341","Claire Ave 1213, 78703 Austin",NA,"CE","GOOD",36,"GOOD","FHB 1335",FALSE,"WMEEJ3BAXFK800510","austin",-97.74995,30.29496,0,"2015-12-08 09:06:34","78703"
"72358","LCRA - Trade Center Dr",NA,"CE","GOOD",100,"GOOD","FHB 0202",FALSE,"WMEEJ3BA6FK802271","austin",-97.71414,30.20749,0,"2015-12-08 09:06:34","78744"
"72447","The Canopy",NA,"CE","GOOD",100,"GOOD","FGZ 8810",FALSE,"WMEEJ3BAXFK802189","austin",-97.69811,30.26199,0,"2015-12-08 09:06:34","78702"
"72475","E 13th St 1362, 78702 Austin",NA,"CE","GOOD",72,"GOOD","FJD 0193",FALSE,"WMEEJ3BA5FK802133","austin",-97.72571,30.2738,0,"2015-12-08 09:06:34","78702"
"72489","Butler Rd 1426, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4370",FALSE,"WMEEJ3BAXFK798967","austin",-97.75859,30.26245,0,"2015-12-08 09:06:34","78704"
"72629","Windsor Rd 1280, 78703 Austin",NA,"CE","GOOD",51,"GOOD","CZT 0920",FALSE,"WMEEJ3BA2EK748904","austin",-97.75368,30.27865,0,"2015-12-08 09:11:34","78703"
"72644","E 41st St 972, 78751 Austin",NA,"CE","GOOD",33,"GOOD","FBV 4365",FALSE,"WMEEJ3BA2FK799675","austin",-97.71962,30.29844,0,"2015-12-08 09:11:34","78751"
"72678","Berkman Dr, 78723 Austin",NA,"CE","GOOD",96,"GOOD","FGZ 8628",FALSE,"WMEEJ3BA8FK802370","austin",-97.69961,30.30189,0,"2015-12-08 09:11:34","78723"
"72760","Carlson Dr 1907, 78741 Austin",NA,"CE","GOOD",100,"GOOD","FJD 0194",FALSE,"WMEEJ3BA5FK801886","austin",-97.73894,30.22708,0,"2015-12-08 09:11:34","78741"
"72793","Keasbey St 761, 78751 Austin",NA,"CE","GOOD",36,"GOOD","CZS 9744",FALSE,"WMEEJ3BA2EK748224","austin",-97.7218,30.30483,0,"2015-12-08 09:11:34","78751"
"72801","Huerta St 747, 78704 Austin",NA,"CE","GOOD",21,"GOOD","FHB 1676",FALSE,"WMEEJ3BA6FK802724","austin",-97.76417,30.23735,0,"2015-12-08 09:11:34","78704"
"72943","Kern Ramble St 6, 78722 Austin",NA,"CE","UNACCEPTABLE",24,"UNACCEPTABLE","FBV 4477",FALSE,"WMEEJ3BA3FK803068","austin",-97.71689,30.28938,0,"2015-12-08 09:16:35","78722"
"72958","Rainey St 74, 78701 Austin",NA,"CE","GOOD",12,"GOOD","FBV 4367",FALSE,"WMEEJ3BA4FK799757","austin",-97.73966,30.25914,0,"2015-12-08 09:16:35","78701"
"73008","Durwood St 2597, 78704 Austin",NA,"CE","GOOD",60,"GOOD","FBV 4431",FALSE,"WMEEJ3BA4FK799435","austin",-97.75937,30.23863,0,"2015-12-08 09:16:35","78704"
"73023","Victory Dr 4123, 78704 Austin",NA,"CE","GOOD",39,"GOOD","CSF 9066",FALSE,"WMEEJ3BA9EK733235","austin",-97.78912,30.23422,0,"2015-12-08 09:16:35","78704"
"73104","E 13th St 1750, 78702 Austin",NA,"CE","GOOD",24,"GOOD","CYL 4628",FALSE,"WMEEJ3BA8EK748969","austin",-97.72154,30.27454,0,"2015-12-08 09:21:35","78702"
