"","address","charging","engineType","exterior","fuel","interior","name","smartPhoneRequired","vin","City","Longitude","Latitude","Altitude","Time....Sys.time..","zip"
"19847","Becker Ave 3962, 78751 Austin",NA,"CE","GOOD",54,"GOOD","CZT 0999",FALSE,"WMEEJ3BA4EK748886","austin",-97.72174,30.29767,0,"2015-12-07 19:20:55","78751"
"19861","E 6th St 1666, 78702 Austin",NA,"CE","GOOD",84,"GOOD","FBV 4469",FALSE,"WMEEJ3BA2FK802400","austin",-97.72497,30.26296,0,"2015-12-07 19:20:55","78702"
"19862","Parker Ln 2972, 78741 Austin",NA,"CE","GOOD",45,"GOOD","FBV 4425",FALSE,"WMEEJ3BAXFK799584","austin",-97.74185,30.22535,0,"2015-12-07 19:20:55","78741"
"19887","South Shore District III - 1 Space",NA,"CE","GOOD",45,"GOOD","CK9 T262",FALSE,"WMEEJ3BA1AK418066","austin",-97.72824,30.24396,0,"2015-12-07 19:20:55","78741"
"19937","Windsor Rd 1376, 78703 Austin",NA,"CE","GOOD",100,"GOOD","FFD 7834",FALSE,"WMEEJ3BA7FK803221","austin",-97.7534,30.2794,0,"2015-12-07 19:20:55","78703"
"19955","E 33rd St 249, 78705 Austin",NA,"CE","GOOD",45,"GOOD","FJC 9934",FALSE,"WMEEJ3BA2FK801568","austin",-97.73459,30.29682,0,"2015-12-07 19:20:55","78705"
"19959","Blanco St 779, 78703 Austin",NA,"CE","GOOD",15,"GOOD","FBV 4367",FALSE,"WMEEJ3BA4FK799757","austin",-97.75587,30.27455,0,"2015-12-07 19:20:55","78703"
"19970","Elmont Dr 2528, 78741 Austin",NA,"CE","GOOD",66,"GOOD","FBV 4433",FALSE,"WMEEJ3BAXFK799391","austin",-97.72042,30.23927,0,"2015-12-07 19:20:55","78741"
"19979","Lavaca St 766, 78701 Austin",NA,"CE","GOOD",33,"GOOD","FJC 9935",FALSE,"WMEEJ3BAXFK801690","austin",-97.74481,30.27036,0,"2015-12-07 19:20:55","78701"
"19991","Kinney Ave 1350, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4439",FALSE,"WMEEJ3BA8FK799261","austin",-97.76635,30.25517,0,"2015-12-07 19:20:55","78704"
"20075","Jewell St 1122, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FHB 2859",FALSE,"WMEEJ3BA4FK801975","austin",-97.76075,30.25262,0,"2015-12-07 19:20:55","78704"
"20078","W 5th St 128, 78701 Austin",NA,"CE","GOOD",100,"GOOD","CZT 1031",FALSE,"WMEEJ3BA3EK748152","austin",-97.74349,30.2673,0,"2015-12-07 19:20:55","78701"
"20082","Alpine Rd E 205, 78704 Austin",NA,"CE","GOOD",33,"GOOD","FBV 4380",FALSE,"WMEEJ3BA7FK799283","austin",-97.76039,30.22623,0,"2015-12-07 19:20:55","78704"
"20106","Skyway Cir 2808, 78704 Austin",NA,"CE","GOOD",12,"GOOD","FGZ 8621",FALSE,"WMEEJ3BA3FK802843","austin",-97.7821,30.24521,0,"2015-12-07 19:20:55","78704"
"20107","W 9th St 1603, 78703 Austin",NA,"CE","GOOD",24,"GOOD","FBV 4383",FALSE,"WMEEJ3BAXFK799407","austin",-97.76125,30.27749,0,"2015-12-07 19:25:55","78703"
"20296","W 10th St 2333, 78703 Austin",NA,"CE","GOOD",18,"GOOD","FFD 6224",FALSE,"WMEEJ3BA6FK801606","austin",-97.77122,30.28381,0,"2015-12-07 19:25:55","78703"
"20321","Milton St W 1007, 78704 Austin",NA,"CE","GOOD",24,"GOOD","FBV 4436",FALSE,"WMEEJ3BA9FK799317","austin",-97.76117,30.25075,0,"2015-12-07 19:25:55","78704"
"20378","E 8th St 616, 78701 Austin",NA,"CE","GOOD",48,"GOOD","FGZ 8687",FALSE,"WMEEJ3BA5FK802746","austin",-97.7363,30.26834,0,"2015-12-07 19:25:55","78701"
"20404","E 2nd St 1714, 78702 Austin",NA,"CE","GOOD",69,"GOOD","CZT 1033",FALSE,"WMEEJ3BA9EK748513","austin",-97.72608,30.25873,0,"2015-12-07 19:25:55","78702"
"20427","Merrie Lynn Ave 3270, 78722 Austin",NA,"CE","GOOD",100,"GOOD","FGZ 8806",FALSE,"WMEEJ3BA9FK801762","austin",-97.71219,30.28604,0,"2015-12-07 19:30:55","78722"
"20472","Esperanza Xing 3275, 78758 Austin",NA,"CE","GOOD",75,"GOOD","CZT 0993",FALSE,"WMEEJ3BA6EK748081","austin",-97.72472,30.39987,0,"2015-12-07 19:30:55","78758"
"20494","Shoalwood Ave 5562, 78756 Austin",NA,"CE","GOOD",33,"GOOD","CSF 9060",FALSE,"WMEEJ3BA8EK732917","austin",-97.7429,30.33106,0,"2015-12-07 19:30:55","78756"
"20507","Wood Hollow Dr 7136, 78731 Austin",NA,"CE","GOOD",100,"GOOD","FHB 1677",FALSE,"WMEEJ3BA0FK802461","austin",-97.75265,30.35413,0,"2015-12-07 19:30:55","78731"
"20530","S Lamar Blvd 1213, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FHB 2847",FALSE,"WMEEJ3BA4FK802009","austin",-97.76226,30.25433,0,"2015-12-07 19:30:55","78704"
"20552","Orchard St 456, 78703 Austin",NA,"CE","GOOD",100,"GOOD","CK9 T295",FALSE,"WMEEJ3BA6AK416751","austin",-97.75934,30.27178,0,"2015-12-07 19:30:55","78703"
"20680","I-35 N 3392, 78705 Austin",NA,"CE","GOOD",45,"GOOD","FHB 2840",FALSE,"WMEEJ3BA4FK801815","austin",-97.7224,30.29263,0,"2015-12-07 19:30:55","78705"
"20788","W 5th St 915, 78703 Austin",NA,"CE","GOOD",81,"GOOD","CSF 9196",FALSE,"WMEEJ3BAXEK733812","austin",-97.75382,30.27007,0,"2015-12-07 19:35:55","78703"
"20841","Clara St 96, 78702 Austin",NA,"CE","GOOD",78,"GOOD","FBV 6124",FALSE,"WMEEJ3BA2FK799028","austin",-97.71787,30.25452,0,"2015-12-07 19:35:55","78702"
"20971","Shore District Dr 1392, 78741 Austin",NA,"CE","GOOD",72,"GOOD","FBV 4371",FALSE,"WMEEJ3BAXFK798502","austin",-97.72756,30.24367,0,"2015-12-07 19:35:55","78741"
"21019","Burnet Rd 5826, 78756 Austin",NA,"CE","GOOD",51,"GOOD","FHB 2830",FALSE,"WMEEJ3BAXFK800670","austin",-97.74005,30.3343,0,"2015-12-07 19:35:55","78756"
"21056","Juanita St 1053, 78704 Austin",NA,"CE","GOOD",51,"GOOD","FGZ 8802",FALSE,"WMEEJ3BA5FK801502","austin",-97.76516,30.24192,0,"2015-12-07 19:40:56","78704"
"21284","Rainey St 48, 78701 Austin",NA,"CE","GOOD",93,"GOOD","FGZ 9137",FALSE,"WMEEJ3BA1FK802176","austin",-97.73941,30.25707,0,"2015-12-07 19:40:56","78701"
"21291","Victory Dr 4107, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FHB 1334",FALSE,"WMEEJ3BAXFK800541","austin",-97.78982,30.23436,0,"2015-12-07 19:40:56","78704"
"21615","E 34th St 263, 78705 Austin",NA,"CE","GOOD",54,"GOOD","FHB 2855",FALSE,"WMEEJ3BA8FK800487","austin",-97.73381,30.2978,0,"2015-12-07 19:45:56","78705"
"21625","Willow St 1927, 78702 Austin",NA,"CE","GOOD",96,"GOOD","FGZ 8801",FALSE,"WMEEJ3BA8FK801526","austin",-97.72468,30.25606,0,"2015-12-07 19:45:56","78702"
"21727","Caswell Ave 5064, 78751 Austin",NA,"CE","GOOD",66,"GOOD","FJC 9785",FALSE,"WMEEJ3BA3FK802518","austin",-97.71665,30.31217,0,"2015-12-07 19:50:56","78751"
"21886","W 2nd St 247, 78701 Austin",NA,"CE","GOOD",60,"GOOD","FGZ 8625",FALSE,"WMEEJ3BA2FK802588","austin",-97.74602,30.26484,0,"2015-12-07 19:50:56","78701"
"21897","The Connection",NA,"CE","GOOD",100,"GOOD","FGZ 8809",FALSE,"WMEEJ3BA8FK802093","austin",-97.72642,30.22726,0,"2015-12-07 19:50:56","78741"
"22010","Oak Crest Ave 2903, 78704 Austin",NA,"CE","GOOD",33,"GOOD","CSF 9192",FALSE,"WMEEJ3BA3EK734008","austin",-97.76442,30.237,0,"2015-12-07 19:55:56","78704"
"22139","Bouldin Ave 1862, 78704 Austin",NA,"CE","GOOD",66,"GOOD","FGZ 8803",FALSE,"WMEEJ3BA5FK801483","austin",-97.76046,30.24824,0,"2015-12-07 19:55:56","78704"
"22196","Durwood St 2576, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4470",FALSE,"WMEEJ3BA5FK802424","austin",-97.75929,30.23891,0,"2015-12-07 19:55:56","78704"
"22268","Leona St 1238, 78702 Austin",NA,"CE","GOOD",27,"GOOD","CYL 4628",FALSE,"WMEEJ3BA8EK748969","austin",-97.72201,30.27384,0,"2015-12-07 20:00:56","78702"
"22329","Fortview Rd 2038, 78704 Austin",NA,"CE","GOOD",60,"GOOD","CSF 8924",FALSE,"WMEEJ3BA1EK733228","austin",-97.78813,30.23128,0,"2015-12-07 20:00:56","78704"
"22502","Elizabeth St W 626, 78704 Austin",NA,"CE","GOOD",90,"GOOD","FGZ 9137",FALSE,"WMEEJ3BA1FK802176","austin",-97.75487,30.25081,0,"2015-12-07 20:00:56","78704"
"22589","E 3rd St 605, 78701 Austin",NA,"CE","GOOD",66,"GOOD","FBV 4468",FALSE,"WMEEJ3BA2FK802378","austin",-97.73809,30.26362,0,"2015-12-07 20:05:56","78701"
"22635","Oltorf St W, 78704 Austin",NA,"CE","GOOD",72,"GOOD","FHB 2869",FALSE,"WMEEJ3BAXFK802600","austin",-97.75394,30.23889,0,"2015-12-07 20:05:56","78704"
"22680","Gables at the Terrace - 2301 S Mopac - 1 Space",NA,"CE","GOOD",100,"GOOD","FJD 0198",FALSE,"WMEEJ3BA8FK802899","austin",-97.79952,30.25623,0,"2015-12-07 20:05:56","78746"
"22684","Fortview Rd 1891, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FFD 7834",FALSE,"WMEEJ3BA7FK803221","austin",-97.78665,30.23033,0,"2015-12-07 20:05:56","78704"
"22766","Sylvan Dr 1750, 78741 Austin",NA,"CE","GOOD",69,"GOOD","CZS 9749",FALSE,"WMEEJ3BA2EK748112","austin",-97.73326,30.23922,0,"2015-12-07 20:05:56","78741"
"22825","E 3rd St 2677, 78702 Austin",NA,"CE","GOOD",100,"GOOD","CZT 1031",FALSE,"WMEEJ3BA3EK748152","austin",-97.71358,30.25533,0,"2015-12-07 20:05:56","78702"
"22926","Bowie St 404, 78703 Austin",NA,"CE","GOOD",81,"GOOD","CSF 9196",FALSE,"WMEEJ3BAXEK733812","austin",-97.75338,30.26946,0,"2015-12-07 20:10:56","78703"
"22942","Garden Villa Ln 3802, 78704 Austin",NA,"CE","GOOD",18,"GOOD","FHB 2828",FALSE,"WMEEJ3BA6FK802772","austin",-97.77344,30.23048,0,"2015-12-07 20:10:56","78704"
"22978","W 8th St 2603, 78703 Austin",NA,"CE","UNACCEPTABLE",100,"GOOD","CSF 9068",FALSE,"WMEEJ3BA0EK733706","austin",-97.7747,30.28374,0,"2015-12-07 20:10:56","78703"
"23018","W 6th St 906, 78703 Austin",NA,"CE","GOOD",12,"GOOD","FBV 4367",FALSE,"WMEEJ3BA4FK799757","austin",-97.75327,30.27134,0,"2015-12-07 20:10:56","78703"
"23031","Cielo - 2717 S Lamar Blvd - 2 Spaces",NA,"CE","GOOD",60,"GOOD","FHB 0205",FALSE,"WMEEJ3BA9FK802183","austin",-97.78087,30.24232,0,"2015-12-07 20:10:56","78704"
"23099","Mary St W 358, 78704 Austin",NA,"CE","GOOD",60,"GOOD","FGZ 8625",FALSE,"WMEEJ3BA2FK802588","austin",-97.75407,30.246,0,"2015-12-07 20:10:56","78704"
"23197","E 48 1/2 St 924, 78751 Austin",NA,"CE","GOOD",39,"GOOD","CSF 9061",FALSE,"WMEEJ3BA1EK733018","austin",-97.71518,30.30825,0,"2015-12-07 20:15:56","78751"
"23358","W 5th St 124, 78701 Austin",NA,"CE","GOOD",30,"GOOD","FHB 0246",FALSE,"WMEEJ3BA4FK802043","austin",-97.74348,30.26728,0,"2015-12-07 20:15:56","78701"
"23370","W 9th St 351, 78701 Austin",NA,"CE","GOOD",15,"GOOD","FGZ 8800",FALSE,"WMEEJ3BA1FK801576","austin",-97.74471,30.27164,0,"2015-12-07 20:15:56","78701"
"23533","Wood Hollow Dr 7123, 78731 Austin",NA,"CE","GOOD",75,"GOOD","CZT 0993",FALSE,"WMEEJ3BA6EK748081","austin",-97.75261,30.35413,0,"2015-12-07 20:20:56","78731"
"23534","Zach Scott St 2052, 78723 Austin",NA,"CE","GOOD",69,"GOOD","CSF 8920",FALSE,"WMEEJ3BA8EK733792","austin",-97.70402,30.2942,0,"2015-12-07 20:20:56","78723"
"23590","Mary St W 470, 78704 Austin",NA,"CE","UNACCEPTABLE",100,"UNACCEPTABLE","FHB 2847",FALSE,"WMEEJ3BA4FK802009","austin",-97.75513,30.24629,0,"2015-12-07 20:20:56","78704"
"23690","W 8th St 230, 78701 Austin",NA,"CE","GOOD",51,"GOOD","CZT 0935",FALSE,"WMEEJ3BAXEK748343","austin",-97.74371,30.27042,0,"2015-12-07 20:20:56","78701"
"23864","Timbercreek Apartments",NA,"CE","GOOD",100,"GOOD","FBV 4476",FALSE,"WMEEJ3BA3FK802826","austin",-97.75159,30.25617,0,"2015-12-07 20:25:56","78704"
"23968","S Lamar Blvd 2253, 78704 Austin",NA,"CE","GOOD",100,"GOOD","CK9 T255",FALSE,"WMEEJ3BA2AK417878","austin",-97.77454,30.24728,0,"2015-12-07 20:25:56","78704"
"23999","McKinley Ave 1321, 78702 Austin",NA,"CE","UNACCEPTABLE",93,"UNACCEPTABLE","FBV 4368",FALSE,"WMEEJ3BA8FK799213","austin",-97.70247,30.27746,0,"2015-12-07 20:25:56","78702"
"24103","Merrie Lynn Ave 3274, 78722 Austin",NA,"CE","GOOD",18,"GOOD","GGG 3720",FALSE,"WMEEJ3BA4FK801474","austin",-97.71227,30.28608,0,"2015-12-07 20:30:56","78722"
"24165","W 7th St 271, 78701 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4432",FALSE,"WMEEJ3BA2FK799417","austin",-97.74461,30.2695,0,"2015-12-07 20:30:56","78701"
"24203","I-35 N 300, 78701 Austin",NA,"CE","GOOD",69,"GOOD","FGZ 8688",FALSE,"WMEEJ3BA6FK802707","austin",-97.73605,30.26312,0,"2015-12-07 20:30:56","78701"
"24215","Rainey St 28, 78701 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4355",FALSE,"WMEEJ3BA5FK798990","austin",-97.73981,30.2562,0,"2015-12-07 20:30:56","78701"
"24292","W 13th St 558, 78701 Austin",NA,"CE","GOOD",69,"GOOD","CYL 4629",FALSE,"WMEEJ3BA6EK748789","austin",-97.74526,30.27681,0,"2015-12-07 20:30:56","78701"
"24472","Bennett Ave 5076, 78751 Austin",NA,"CE","GOOD",78,"GOOD","CSF 9196",FALSE,"WMEEJ3BAXEK733812","austin",-97.71355,30.31108,0,"2015-12-07 20:35:57","78751"
"24518","Esperanza Xing 3151, 78758 Austin",NA,"CE","GOOD",45,"GOOD","FGZ 8623",FALSE,"WMEEJ3BA4FK802835","austin",-97.72276,30.39933,0,"2015-12-07 20:35:57","78758"
"24707","Fairmount Ave 1137, 78704 Austin",NA,"CE","GOOD",75,"GOOD","FGZ 8677",FALSE,"WMEEJ3BA1FK801948","austin",-97.74113,30.24199,0,"2015-12-07 20:35:57","78704"
"24829","Adam L Chapa Sr St 164, 78702 Austin",NA,"CE","UNACCEPTABLE",24,"UNACCEPTABLE","FHB 1327",FALSE,"WMEEJ3BAXFK801754","austin",-97.72334,30.25737,0,"2015-12-07 20:40:57","78702"
"24833","E Riverside Dr 1910, 78741 Austin",NA,"CE","GOOD",81,"GOOD","CZT 1032",FALSE,"WMEEJ3BA3EK748295","austin",-97.72776,30.24234,0,"2015-12-07 20:40:57","78741"
"24869","McKinley Ave 1230, 78702 Austin",NA,"CE","GOOD",21,"GOOD","FBV 4357",FALSE,"WMEEJ3BA8FK798160","austin",-97.70235,30.27678,0,"2015-12-07 20:40:57","78702"
"24965","W 2nd St 346, 78701 Austin",NA,"CE","GOOD",100,"GOOD","FJD 0194",FALSE,"WMEEJ3BA5FK801886","austin",-97.74711,30.26526,0,"2015-12-07 20:40:57","78701"
"25046","Northland Dr 2116, 78756 Austin",NA,"CE","GOOD",24,"GOOD","FJD 0195",FALSE,"WMEEJ3BA6FK801721","austin",-97.7408,30.3327,0,"2015-12-07 20:45:57","78756"
"25112","E 5th St 1029, 78702 Austin",NA,"CE","GOOD",57,"GOOD","FJC 9787",FALSE,"WMEEJ3BA7FK802439","austin",-97.73218,30.26392,0,"2015-12-07 20:45:57","78702"
"25116","Grover Ave 4865, 78756 Austin",NA,"CE","GOOD",12,"GOOD","FBV 4426",FALSE,"WMEEJ3BAXFK799536","austin",-97.73644,30.31908,0,"2015-12-07 20:45:57","78756"
"25217","Rainey St 55, 78701 Austin",NA,"CE","GOOD",51,"GOOD","GGG 3722",FALSE,"WMEEJ3BA7FK802943","austin",-97.73926,30.25723,0,"2015-12-07 20:45:57","78701"
"25278","W 2nd St 362, 78701 Austin",NA,"CE","GOOD",100,"GOOD","FJD 0194",FALSE,"WMEEJ3BA5FK801886","austin",-97.74725,30.26532,0,"2015-12-07 20:45:57","78701"
"25301","Avenue H 5106, 78751 Austin",NA,"CE","GOOD",24,"GOOD","CK9 T292",FALSE,"WMEEJ3BA0AK417619","austin",-97.72074,30.31477,0,"2015-12-07 20:45:57","78751"
"25336","Thornton Rd 2470, 78704 Austin",NA,"CE","GOOD",66,"GOOD","CSF 9069",FALSE,"WMEEJ3BA7EK733766","austin",-97.77287,30.24383,0,"2015-12-07 20:50:57","78704"
"25337","Brazos St 630, 78701 Austin",NA,"CE","GOOD",24,"GOOD","FBV 4383",FALSE,"WMEEJ3BAXFK799407","austin",-97.74133,30.268,0,"2015-12-07 20:50:57","78701"
"25495","St Elmo Rd W 405, 78745 Austin",NA,"CE","GOOD",63,"GOOD","CSF 9195",FALSE,"WMEEJ3BA4EK734809","austin",-97.77105,30.22021,0,"2015-12-07 20:50:57","78745"
"25564","Cedar St 3584, 78705 Austin",NA,"CE","GOOD",100,"GOOD","CSF 8925",FALSE,"WMEEJ3BA6EK735329","austin",-97.73527,30.3002,0,"2015-12-07 20:50:57","78705"
"25579","Cummings St 743, 78701 Austin",NA,"CE","GOOD",48,"GOOD","FBV 4427",FALSE,"WMEEJ3BA0FK799514","austin",-97.73942,30.25559,0,"2015-12-07 20:50:57","78701"
"25779","E 6th St 709, 78701 Austin",NA,"CE","GOOD",75,"GOOD","FBV 6124",FALSE,"WMEEJ3BA2FK799028","austin",-97.7356,30.26598,0,"2015-12-07 20:55:58","78701"
"25799","Jessie St 962, 78704 Austin",NA,"CE","GOOD",100,"GOOD","CK9 T295",FALSE,"WMEEJ3BA6AK416751","austin",-97.76292,30.25717,0,"2015-12-07 20:55:58","78704"
"25818","Sheringham Dr 4499, 78741 Austin",NA,"CE","GOOD",42,"GOOD","FHB 2861",FALSE,"WMEEJ3BA5FK800771","austin",-97.7232,30.22916,0,"2015-12-07 20:55:58","78741"
"25834","University Ave 2604, 78705 Austin",NA,"CE","GOOD",60,"GOOD","FHB 0205",FALSE,"WMEEJ3BA9FK802183","austin",-97.73914,30.28994,0,"2015-12-07 20:55:58","78705"
"26071","Salem Walk Dr 5481, 78745 Austin",NA,"CE","GOOD",93,"GOOD","FHB 1678",FALSE,"WMEEJ3BA9FK802457","austin",-97.78326,30.21076,0,"2015-12-07 21:00:58","78745"
"26494","University Estates",NA,"CE","GOOD",27,"GOOD","FHB 0246",FALSE,"WMEEJ3BA4FK802043","austin",-97.7134,30.2377,0,"2015-12-07 21:05:58","78741"
"26520","Old East Riverside Dr 1601, 78741 Austin",NA,"CE","GOOD",36,"GOOD","CSG 1543",FALSE,"WMEEJ3BA7EK734643","austin",-97.73216,30.24573,0,"2015-12-07 21:05:58","78741"
"26548","Joe Sayers Ave 5250, 78756 Austin",NA,"CE","UNACCEPTABLE",57,"UNACCEPTABLE","FGZ 9139",FALSE,"WMEEJ3BA5FK800396","austin",-97.73745,30.32422,0,"2015-12-07 21:05:58","78756"
"26687","W 21st St 787, 78705 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4432",FALSE,"WMEEJ3BA2FK799417","austin",-97.74569,30.28406,0,"2015-12-07 21:10:58","78705"
"26787","E 7th St 1206, 78702 Austin",NA,"CE","GOOD",60,"GOOD","FJC 9790",FALSE,"WMEEJ3BA5FK802066","austin",-97.72994,30.26536,0,"2015-12-07 21:10:58","78702"
"26807","Montclaire St 2331, 78704 Austin",NA,"CE","GOOD",100,"GOOD","CK9 T255",FALSE,"WMEEJ3BA2AK417878","austin",-97.7814,30.24924,0,"2015-12-07 21:10:58","78704"
"26822","Woodrow Ave 5752, 78756 Austin",NA,"CE","GOOD",69,"GOOD","CYL 4629",FALSE,"WMEEJ3BA6EK748789","austin",-97.73251,30.32952,0,"2015-12-07 21:10:58","78756"
"27049","E 6th St 1035, 78702 Austin",NA,"CE","GOOD",69,"GOOD","FGZ 8688",FALSE,"WMEEJ3BA6FK802707","austin",-97.73215,30.2649,0,"2015-12-07 21:15:58","78702"
"27254","W 10th St 1189, 78703 Austin",NA,"CE","GOOD",21,"GOOD","FBV 4383",FALSE,"WMEEJ3BAXFK799407","austin",-97.75498,30.27577,0,"2015-12-07 21:20:58","78703"
"27262","Kim Ln 3304, 78705 Austin",NA,"CE","GOOD",27,"GOOD","FHB 2825",FALSE,"WMEEJ3BA4FK802818","austin",-97.7245,30.29109,0,"2015-12-07 21:20:58","78705"
"27364","E 4th St 171, 78701 Austin",NA,"CE","GOOD",78,"GOOD","CSG 1520",FALSE,"WMEEJ3BA2EK735456","austin",-97.74252,30.26594,0,"2015-12-07 21:20:58","78701"
"27731","Willowrun Dr 3464, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4385",FALSE,"WMEEJ3BA6FK799470","austin",-97.75393,30.22527,0,"2015-12-07 21:26:00","78704"
"27735","Rainey St 72, 78701 Austin",NA,"CE","GOOD",12,"GOOD","FBV 4367",FALSE,"WMEEJ3BA4FK799757","austin",-97.7396,30.25905,0,"2015-12-07 21:26:00","78701"
"27903","Haskell St 2173, 78702 Austin",NA,"CE","UNACCEPTABLE",30,"UNACCEPTABLE","CK9 T306",FALSE,"WMEEJ3BA1AK417872","austin",-97.72312,30.25126,0,"2015-12-07 21:31:01","78702"
"27948","The Connection",NA,"CE","UNACCEPTABLE",60,"UNACCEPTABLE","CSF 9065",FALSE,"WMEEJ3BA0EK734533","austin",-97.72642,30.22726,0,"2015-12-07 21:31:01","78741"
"27951","The Retreat at Barton Creek - South Entrance",NA,"CE","GOOD",33,"GOOD","FHB 0248",FALSE,"WMEEJ3BA6FK802643","austin",-97.79195,30.23759,0,"2015-12-07 21:31:01","78704"
"27965","Gables at the Terrace - 2301 S Mopac - 1 Space",NA,"CE","GOOD",96,"GOOD","FBV 4432",FALSE,"WMEEJ3BA2FK799417","austin",-97.79952,30.25623,0,"2015-12-07 21:31:01","78746"
"27970","Crestview Station",NA,"CE","GOOD",57,"GOOD","CSF 8924",FALSE,"WMEEJ3BA1EK733228","austin",-97.71947,30.33886,0,"2015-12-07 21:31:01","78752"
"28002","S Congress Ave 1424, 78704 Austin",NA,"CE","GOOD",78,"GOOD","CSG 1520",FALSE,"WMEEJ3BA2EK735456","austin",-97.74977,30.24964,0,"2015-12-07 21:31:01","78704"
"28023","W 31st St 341, 78705 Austin",NA,"CE","GOOD",100,"GOOD","FJC 9786",FALSE,"WMEEJ3BA0FK802489","austin",-97.73852,30.29599,0,"2015-12-07 21:31:01","78705"
"28247","Randolph Rd 3314, 78722 Austin",NA,"CE","GOOD",63,"GOOD","FBV 4468",FALSE,"WMEEJ3BA2FK802378","austin",-97.71121,30.28571,0,"2015-12-07 21:36:01","78722"
"28589","Treadwell St 1505, 78704 Austin",NA,"CE","GOOD",45,"GOOD","FBV 4425",FALSE,"WMEEJ3BAXFK799584","austin",-97.7635,30.2571,0,"2015-12-07 21:41:01","78704"
"28638","5th St S 2862, 78704 Austin",NA,"CE","GOOD",36,"GOOD","FJC 9783",FALSE,"WMEEJ3BA3FK802678","austin",-97.76689,30.23834,0,"2015-12-07 21:41:01","78704"
"28999","Zaragosa St 2703, 78702 Austin",NA,"CE","GOOD",54,"GOOD","FBV 4488",FALSE,"WMEEJ3BAXFK802998","austin",-97.70993,30.26383,0,"2015-12-07 21:46:04","78702"
"29029","Wood Hollow Dr 7168, 78731 Austin",NA,"CE","GOOD",57,"UNACCEPTABLE","FHB 0205",FALSE,"WMEEJ3BA9FK802183","austin",-97.75213,30.35499,0,"2015-12-07 21:46:04","78731"
"29360","S 1st St 3004, 78704 Austin",NA,"CE","UNACCEPTABLE",57,"GOOD","FGZ 8812",FALSE,"WMEEJ3BA9FK802345","austin",-97.76431,30.23533,0,"2015-12-07 21:51:04","78704"
"29400","Treadwell St 1503, 78704 Austin",NA,"CE","GOOD",100,"GOOD","CSF 8925",FALSE,"WMEEJ3BA6EK735329","austin",-97.76323,30.25691,0,"2015-12-07 21:51:04","78704"
"29431","W 2nd St 335, 78701 Austin",NA,"CE","GOOD",100,"GOOD","FJD 0194",FALSE,"WMEEJ3BA5FK801886","austin",-97.74699,30.26518,0,"2015-12-07 21:51:04","78701"
"29602","Southridge Dr 3775, 78704 Austin",NA,"CE","GOOD",100,"GOOD","CZS 9748",FALSE,"WMEEJ3BA4EK748175","austin",-97.77735,30.23219,0,"2015-12-07 21:56:05","78704"
"29706","Garden Villa Ln 3812, 78704 Austin",NA,"CE","GOOD",66,"GOOD","FBV 4423",FALSE,"WMEEJ3BA5FK799685","austin",-97.77349,30.23036,0,"2015-12-07 21:56:05","78704"
"29822","Lorrain St 1284, 78703 Austin",NA,"CE","GOOD",30,"GOOD","CK9 T306",FALSE,"WMEEJ3BA1AK417872","austin",-97.75583,30.27972,0,"2015-12-07 22:01:05","78703"
"30190","Red River St 98, 78701 Austin",NA,"CE","GOOD",72,"GOOD","CZT 0993",FALSE,"WMEEJ3BA6EK748081","austin",-97.73891,30.26157,0,"2015-12-07 22:06:05","78701"
"30263","Stark St 817, 78756 Austin",NA,"CE","UNACCEPTABLE",87,"GOOD","FHB 2866",FALSE,"WMEEJ3BAXFK802502","austin",-97.72695,30.32569,0,"2015-12-07 22:06:05","78756"
"30575","Elmont Dr 2265, 78741 Austin",NA,"CE","GOOD",100,"GOOD","FJC 9786",FALSE,"WMEEJ3BA0FK802489","austin",-97.7236,30.24069,0,"2015-12-07 22:11:05","78741"
"30626","E Dean Keeton St 583, 78705 Austin",NA,"CE","GOOD",33,"GOOD","FJC 9935",FALSE,"WMEEJ3BAXFK801690","austin",-97.73243,30.28908,0,"2015-12-07 22:11:05","78705"
"30757","Colorado St 828, 78701 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4430",FALSE,"WMEEJ3BA3FK799460","austin",-97.74336,30.27055,0,"2015-12-07 22:11:05","78701"
"30784","E 41st St 904, 78751 Austin",NA,"CE","GOOD",18,"GOOD","FHB 2856",FALSE,"WMEEJ3BA0FK801410","austin",-97.72173,30.29945,0,"2015-12-07 22:16:05","78751"
"30869","Betty Jo Dr 1582, 78704 Austin",NA,"CE","GOOD",45,"GOOD","FJC 9789",FALSE,"WMEEJ3BAXFK802211","austin",-97.73764,30.24317,0,"2015-12-07 22:16:05","78704"
"30972","Josephine St 976, 78704 Austin",NA,"CE","GOOD",87,"GOOD","FBV 4364",FALSE,"WMEEJ3BA5FK799606","austin",-97.76208,30.2566,0,"2015-12-07 22:16:05","78704"
